AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4487.179199,3999.487061,4358.974121,4275.897461,4330.256348,4458.461426,4226.153809,4519.487305,3727.179443,4213.333008,4687.692383,4151.794922,4497.94873,3926.153809
4486.666504,3993.845947,4354.358887,4272.820313,4330.769043,4461.025391,4218.461426,4517.435547,3724.615234,4210.769043,4686.666504,4150.769043,4499.487305,3924.102539
4486.666504,3993.333252,4353.846191,4272.820313,4330.256348,4463.589844,4218.974121,4516.922852,3716.923096,4202.05127,4682.563965,4147.692383,4485.12793,3919.487061
4482.05127,4001.53833,4352.820313,4274.358887,4329.230469,4453.846191,4229.230469,4520,3713.333252,4200,4676.410156,4145.12793,4483.07666,3916.923096
4481.538574,4003.076904,4353.846191,4273.846191,4328.205078,4465.641113,4231.281738,4527.179199,3721.53833,4206.153809,4683.07666,4141.025391,4498.974121,3915.897461
4488.205078,4004.102539,4357.94873,4274.358887,4333.333008,4467.692383,4230.256348,4545.641113,3740,4221.025391,4696.410156,4151.281738,4512.307617,3927.179443
4494.871582,4010.256348,4364.102539,4280,4335.384277,4466.153809,4230.769043,4538.461426,3740.512695,4225.641113,4695.897461,4162.563965,4506.153809,3937.435791
4491.794922,4011.794678,4364.102539,4280.512695,4327.179199,4466.153809,4230.769043,4505.12793,3726.153809,4213.333008,4686.153809,4155.384277,4491.794922,3930.256348
4485.12793,4007.692139,4360.512695,4277.94873,4319.487305,4454.871582,4235.384277,4503.07666,3727.179443,4204.102539,4681.025391,4148.205078,4493.333008,3926.153809
4490.256348,4008.717773,4367.692383,4286.153809,4316.922852,4459.487305,4235.384277,4523.589844,3742.05127,4208.205078,4686.153809,4154.871582,4504.615234,3933.333252
4494.358887,4016.923096,4373.846191,4292.307617,4316.922852,4457.94873,4237.436035,4531.794922,3755.897461,4222.05127,4692.820313,4166.153809,4512.307617,3942.05127
4493.333008,4018.974365,4374.358887,4289.230469,4315.384277,4456.410156,4247.179199,4535.897461,3761.025635,4233.333008,4698.461426,4167.179199,4508.205078,3943.5896
4494.358887,4014.871582,4375.384277,4289.743652,4314.358887,4459.487305,4250.769043,4549.743652,3764.102539,4237.94873,4704.102539,4165.641113,4503.07666,3940
4491.794922,4011.281982,4372.307617,4292.307617,4315.384277,4452.820313,4247.692383,4563.589844,3768.717773,4238.974121,4701.025391,4167.179199,4507.692383,3937.435791
4489.743652,4008.205078,4367.179199,4289.230469,4312.307617,4458.974121,4236.922852,4549.743652,3763.076904,4234.358887,4698.974121,4160,4504.102539,3929.743408
4485.641113,4004.615234,4360,4282.563965,4306.153809,4456.410156,4224.102539,4523.589844,3748.205078,4221.025391,4690.769043,4149.230469,4497.435547,3922.563965
4481.025391,4002.563965,4357.435547,4282.563965,4302.563965,4452.307617,4227.692383,4524.102539,3740,4205.12793,4675.897461,4147.179199,4496.922852,3921.53833
4484.102539,4006.153809,4364.102539,4287.179199,4307.692383,4458.974121,4236.922852,4533.333008,3746.153809,4207.692383,4681.538574,4150.256348,4495.384277,3923.076904
4485.12793,4010.256348,4362.05127,4284.615234,4314.358887,4454.358887,4231.281738,4527.179199,3741.53833,4214.358887,4685.12793,4148.205078,4489.230469,3921.025635
4485.12793,4006.666504,4360,4280,4310.256348,4462.05127,4225.12793,4520.512695,3727.692139,4203.589844,4677.435547,4145.641113,4482.05127,3914.358887
4487.179199,4007.692139,4365.641113,4284.102539,4311.281738,4461.538574,4236.410156,4530.256348,3735.897461,4209.743652,4685.641113,4157.94873,4493.846191,3925.128174
4488.205078,4010.256348,4368.205078,4288.205078,4317.436035,4452.820313,4234.871582,4536.922852,3745.640869,4226.153809,4694.358887,4166.666504,4496.922852,3937.94873
4487.692383,4008.717773,4368.717773,4283.07666,4313.846191,4459.487305,4223.07666,4535.384277,3738.461426,4223.07666,4691.794922,4160,4481.538574,3933.333252
4485.12793,4007.692139,4365.641113,4277.436035,4311.281738,4457.435547,4231.281738,4546.666504,3740.512695,4221.025391,4692.820313,4161.025391,4488.205078,3930.256348
4485.641113,4004.615234,4365.12793,4282.05127,4313.846191,4461.538574,4239.487305,4548.717773,3744.102539,4221.538574,4693.333008,4165.12793,4491.794922,3931.794678
4489.230469,4006.666504,4368.205078,4286.153809,4315.897461,4462.563965,4239.487305,4540,3738.461426,4219.487305,4688.205078,4160,4483.589844,3930.256348
4490.769043,4012.820313,4369.230469,4285.12793,4321.538574,4455.897461,4239.487305,4539.487305,3740,4228.205078,4691.281738,4156.922852,4490.769043,3929.743408
4495.897461,4009.743408,4373.333008,4285.641113,4328.205078,4460.512695,4235.384277,4536.922852,3749.743408,4235.897461,4704.102539,4162.563965,4498.974121,3929.743408
4496.922852,4004.615234,4372.307617,4286.153809,4331.281738,4461.538574,4233.333008,4532.820313,3748.717773,4229.743652,4699.487305,4165.12793,4496.922852,3929.230713
4494.358887,4006.666504,4367.692383,4286.666504,4334.871582,4465.12793,4229.743652,4525.12793,3736.410156,4219.487305,4686.153809,4156.410156,4485.641113,3926.153809
4496.922852,4010.769043,4365.641113,4289.230469,4342.05127,4463.07666,4229.230469,4518.461426,3730.256348,4215.384277,4682.563965,4149.743652,4471.794922,3924.102539
4498.974121,4007.692139,4365.641113,4286.666504,4343.589844,4457.435547,4233.333008,4527.179199,3730.256348,4214.871582,4685.12793,4149.743652,4468.717773,3921.025635
4495.384277,4003.5896,4365.12793,4286.153809,4340.512695,4464.102539,4229.230469,4534.358887,3730.769043,4216.410156,4688.205078,4147.179199,4478.974121,3918.461426
4493.846191,4008.717773,4363.07666,4290.769043,4344.102539,4460.512695,4224.102539,4527.179199,3734.871582,4224.615234,4687.692383,4148.717773,4493.333008,3927.179443
4497.94873,4012.307617,4362.563965,4292.307617,4344.615234,4462.563965,4224.102539,4514.358887,3730.769043,4222.05127,4685.12793,4146.666504,4487.692383,3925.640869
4497.94873,4010.769043,4363.589844,4287.692383,4341.538574,4463.07666,4223.07666,4513.333008,3723.5896,4215.897461,4683.07666,4138.974121,4470.769043,3914.358887
4492.307617,4009.743408,4364.102539,4285.12793,4342.05127,4455.897461,4221.538574,4522.05127,3728.717773,4225.641113,4685.12793,4144.102539,4468.717773,3920
4496.922852,4006.153809,4367.179199,4288.717773,4345.12793,4464.102539,4221.538574,4527.179199,3734.871582,4234.358887,4690.769043,4151.281738,4477.94873,3924.615234
4504.102539,4009.230713,4373.333008,4292.820313,4349.743652,4461.025391,4231.794922,4540,3745.128174,4246.153809,4698.974121,4159.487305,4500.512695,3933.845947
4504.615234,4014.871582,4376.410156,4293.333008,4350.256348,4462.05127,4238.974121,4537.94873,3749.743408,4259.487305,4704.102539,4165.12793,4504.615234,3945.128174
4500.512695,4011.281982,4370.769043,4291.281738,4348.205078,4472.307617,4235.897461,4515.897461,3734.871582,4250.769043,4688.717773,4158.461426,4484.102539,3936.410156
4498.461426,4006.666504,4367.179199,4292.307617,4352.307617,4464.615234,4234.358887,4515.897461,3720.512695,4236.410156,4668.205078,4149.743652,4482.563965,3928.205078
4500.512695,4005.640869,4374.358887,4294.871582,4352.307617,4467.179199,4230.769043,4528.205078,3723.076904,4242.563965,4672.820313,4147.179199,4488.717773,3933.333252
4500,4009.743408,4376.922852,4291.794922,4348.717773,4469.230469,4227.179199,4532.307617,3735.897461,4257.94873,4684.615234,4155.897461,4496.922852,3941.025635
4500.512695,4012.307617,4373.846191,4289.230469,4349.230469,4466.153809,4225.641113,4521.538574,3735.384521,4255.384277,4678.974121,4159.487305,4500.512695,3938.461426
4497.435547,4006.153809,4373.846191,4289.743652,4349.743652,4469.743652,4229.743652,4514.871582,3721.025635,4237.94873,4667.692383,4149.743652,4487.692383,3929.743408
4491.281738,3996.923096,4367.692383,4286.153809,4346.666504,4466.666504,4231.281738,4521.538574,3708.205078,4226.666504,4660.512695,4145.641113,4477.94873,3925.640869
4491.794922,3992.307617,4364.102539,4282.563965,4343.07666,4468.205078,4217.436035,4518.974121,3707.179443,4227.692383,4664.102539,4146.153809,4480.512695,3924.102539
4492.307617,3996.923096,4369.743652,4283.589844,4343.07666,4467.179199,4218.974121,4522.05127,3718.461426,4235.897461,4672.820313,4149.743652,4490.256348,3928.205078
4490.769043,4000.512695,4372.307617,4286.666504,4342.563965,4467.692383,4236.410156,4530.256348,3718.974365,4228.205078,4667.179199,4151.281738,4488.717773,3929.743408
4492.307617,3995.384521,4367.692383,4284.615234,4337.94873,4473.846191,4232.820313,4516.922852,3705.128174,4215.384277,4661.538574,4147.692383,4477.94873,3925.640869
4493.846191,3993.845947,4369.230469,4280,4336.410156,4466.153809,4222.05127,4515.384277,3714.871582,4230.256348,4675.897461,4152.307617,4484.615234,3933.333252
4497.94873,4001.025635,4378.974121,4283.07666,4339.487305,4469.743652,4231.281738,4535.384277,3741.025635,4253.846191,4693.846191,4160.512695,4500,3941.025635
4502.563965,4007.692139,4379.487305,4288.205078,4344.102539,4475.384277,4247.179199,4538.461426,3741.53833,4253.333008,4693.333008,4160,4503.589844,3937.94873
4498.461426,4004.102539,4374.871582,4286.153809,4341.538574,4470.769043,4246.666504,4531.281738,3729.230713,4246.153809,4687.179199,4155.897461,4490.769043,3936.410156
4495.897461,3998.974365,4379.487305,4285.641113,4333.333008,4472.820313,4240.512695,4534.871582,3736.923096,4250.256348,4694.358887,4158.461426,4478.974121,3939.487061
4500.512695,3999.487061,4380,4288.205078,4332.307617,4470.256348,4246.153809,4538.461426,3740.512695,4245.12793,4691.794922,4164.615234,4486.666504,3941.53833
4501.538574,3997.435791,4377.435547,4288.205078,4332.307617,4474.358887,4243.589844,4527.692383,3720,4224.615234,4677.94873,4160.512695,4489.230469,3936.410156
4501.025391,3996.410156,4381.025391,4286.666504,4332.307617,4473.333008,4229.743652,4513.846191,3710.256348,4219.487305,4675.897461,4155.384277,4484.615234,3937.94873
4505.12793,4003.5896,4387.179199,4287.179199,4340.512695,4464.102539,4234.871582,4521.538574,3721.025635,4231.281738,4683.589844,4163.589844,4494.871582,3950.256348
4510.256348,4002.05127,4389.230469,4290.769043,4343.07666,4474.871582,4251.281738,4535.897461,3732.307617,4241.538574,4695.384277,4169.230469,4507.179199,3955.384521
4504.615234,3996.923096,4388.205078,4290.256348,4337.436035,4472.307617,4251.281738,4534.871582,3738.461426,4254.358887,4702.05127,4165.641113,4508.205078,3954.871582
4501.025391,4000,4386.666504,4286.666504,4334.358887,4467.179199,4239.487305,4520,3734.358887,4252.307617,4694.871582,4163.589844,4503.07666,3953.845947
4508.205078,4003.5896,4389.743652,4286.666504,4334.871582,4471.794922,4247.692383,4526.153809,3733.845947,4246.153809,4693.846191,4171.281738,4505.641113,3959.487061
4510.256348,4003.076904,4391.794922,4290.256348,4338.461426,4468.205078,4268.205078,4551.794922,3751.794678,4263.589844,4709.743652,4180.512695,4519.487305,3966.153809
4510.256348,4000,4391.281738,4292.307617,4339.487305,4473.846191,4257.436035,4545.12793,3758.974365,4270.256348,4711.794922,4173.333008,4517.94873,3961.025635
4509.230469,4001.025635,4385.12793,4288.717773,4337.436035,4470.769043,4238.461426,4518.974121,3749.743408,4254.358887,4693.846191,4161.025391,4509.230469,3953.845947
4506.153809,4000,4379.487305,4286.666504,4332.820313,4467.179199,4242.563965,4507.179199,3744.615234,4243.07666,4686.666504,4156.922852,4502.05127,3947.692139
4507.179199,4000,4382.563965,4286.666504,4334.358887,4474.358887,4252.307617,4517.94873,3744.615234,4241.025391,4692.820313,4157.436035,4493.846191,3944.102539
4510.256348,4001.025635,4384.102539,4288.717773,4340.512695,4471.281738,4251.281738,4537.94873,3750.769043,4241.025391,4693.846191,4164.615234,4507.692383,3952.820313
4514.358887,4001.53833,4386.666504,4296.410156,4344.615234,4475.384277,4246.153809,4540.512695,3759.487061,4244.615234,4698.461426,4168.205078,4523.07666,3959.487061
4512.820313,4006.153809,4388.717773,4296.922852,4346.153809,4473.333008,4249.230469,4537.94873,3757.94873,4253.846191,4703.589844,4165.641113,4515.384277,3958.461426
4509.743652,4005.640869,4383.589844,4288.717773,4336.410156,4468.717773,4251.281738,4539.487305,3735.897461,4253.846191,4697.94873,4160,4507.692383,3953.333252
4507.692383,3998.974365,4378.974121,4286.153809,4324.615234,4472.307617,4244.102539,4533.846191,3721.025635,4253.846191,4698.461426,4155.384277,4518.974121,3948.205078
4503.589844,3997.94873,4374.871582,4287.692383,4327.179199,4466.153809,4236.922852,4526.666504,3730.769043,4261.538574,4703.589844,4158.974121,4532.820313,3950.769043
4507.692383,4002.05127,4377.435547,4289.743652,4332.820313,4474.871582,4239.487305,4521.538574,3728.717773,4254.358887,4700,4156.922852,4516.410156,3949.743408
4514.871582,4009.743408,4382.563965,4294.358887,4337.436035,4477.94873,4252.307617,4522.05127,3721.025635,4247.692383,4695.384277,4153.333008,4508.205078,3948.205078
4514.871582,4012.307617,4386.153809,4295.384277,4342.05127,4468.717773,4262.563965,4538.974121,3732.820313,4253.846191,4697.435547,4161.025391,4523.07666,3955.384521
4514.871582,4008.205078,4389.230469,4291.794922,4340.512695,4475.897461,4257.94873,4550.769043,3741.025635,4249.230469,4698.461426,4167.179199,4514.871582,3956.923096
4515.897461,4010.256348,4386.666504,4292.820313,4335.384277,4474.358887,4246.153809,4538.974121,3736.410156,4243.589844,4695.384277,4167.179199,4506.153809,3957.435791
4514.871582,4010.256348,4383.589844,4291.281738,4331.794922,4473.846191,4247.179199,4526.153809,3737.435791,4248.717773,4697.94873,4164.615234,4513.333008,3957.94873
4506.666504,4002.563965,4379.487305,4284.102539,4329.230469,4474.871582,4252.820313,4526.666504,3738.974365,4248.205078,4696.410156,4160,4520.512695,3954.358887
4502.05127,3998.974365,4374.871582,4280.512695,4329.230469,4466.666504,4245.641113,4530.256348,3731.794678,4240.512695,4687.179199,4160,4521.538574,3953.845947
4512.307617,4003.076904,4381.538574,4284.102539,4329.230469,4471.794922,4242.05127,4531.794922,3733.845947,4240.512695,4692.307617,4164.615234,4505.641113,3957.435791
4519.487305,4011.794678,4388.717773,4290.769043,4333.333008,4470.256348,4249.230469,4531.281738,3744.615234,4250.769043,4701.538574,4168.717773,4502.05127,3961.53833
4515.384277,4014.358887,4386.666504,4292.820313,4334.871582,4469.230469,4244.102539,4519.487305,3734.358887,4243.589844,4690.769043,4164.102539,4520.512695,3955.897461
4513.333008,4011.281982,4384.102539,4289.230469,4331.794922,4472.307617,4244.615234,4517.94873,3718.461426,4225.12793,4679.487305,4156.410156,4518.974121,3950.256348
4515.897461,4014.358887,4385.641113,4290.769043,4333.333008,4468.717773,4260.512695,4530.769043,3722.563965,4227.179199,4683.07666,4160,4500.512695,3954.358887
4521.538574,4018.974365,4394.358887,4297.436035,4338.974121,4477.94873,4267.179199,4534.358887,3732.307617,4240,4693.333008,4166.666504,4508.205078,3961.53833
4523.589844,4021.025635,4397.94873,4298.461426,4341.025391,4477.94873,4267.179199,4541.025391,3732.307617,4242.563965,4695.897461,4172.820313,4525.12793,3968.205078
4521.025391,4020,4393.333008,4293.846191,4337.436035,4471.794922,4257.94873,4537.94873,3725.640869,4237.94873,4694.358887,4172.307617,4504.102539,3967.179443
4521.538574,4019.487061,4396.922852,4290.256348,4335.897461,4472.820313,4255.897461,4537.94873,3738.461426,4245.641113,4703.07666,4172.820313,4493.333008,3967.692139
4520.512695,4016.923096,4402.05127,4290.769043,4337.94873,4470.256348,4268.205078,4554.358887,3757.94873,4258.974121,4708.717773,4183.07666,4530.256348,3978.974365
4517.94873,4011.794678,4396.922852,4293.846191,4332.820313,4476.410156,4261.538574,4541.025391,3745.128174,4251.281738,4702.05127,4183.07666,4537.435547,3978.974365
4516.410156,4014.871582,4390.769043,4293.333008,4331.281738,4474.358887,4254.871582,4524.102539,3728.205078,4238.461426,4694.358887,4175.897461,4515.897461,3969.743408
4513.846191,4016.923096,4389.743652,4289.230469,4334.871582,4469.743652,4266.153809,4546.666504,3738.461426,4244.102539,4696.410156,4171.281738,4517.94873,3965.128174
4512.307617,4013.333252,4390.769043,4287.692383,4333.846191,4474.871582,4268.205078,4560,3754.358887,4257.94873,4708.205078,4171.281738,4529.743652,3965.640869
4511.794922,4013.333252,4390.256348,4289.743652,4335.384277,4472.307617,4263.07666,4545.12793,3757.435791,4265.12793,4712.820313,4175.897461,4531.794922,3970.256348
4510.256348,4012.307617,4387.692383,4291.794922,4335.384277,4475.897461,4265.641113,4535.897461,3753.333252,4262.05127,4707.692383,4173.333008,4523.07666,3967.692139
4509.230469,4012.307617,4384.615234,4290.769043,4332.307617,4474.358887,4266.153809,4532.820313,3744.615234,4252.307617,4698.974121,4166.666504,4517.94873,3965.128174
4510.256348,4013.333252,4383.589844,4288.205078,4330.769043,4469.743652,4262.05127,4522.563965,3729.743408,4233.846191,4686.666504,4163.589844,4514.358887,3964.615234
4509.230469,4011.794678,4381.538574,4288.205078,4327.179199,4475.384277,4251.281738,4513.846191,3717.435791,4217.94873,4680.512695,4160,4503.07666,3956.410156
4507.692383,4012.820313,4380.512695,4287.179199,4319.487305,4470.769043,4244.102539,4523.589844,3726.666504,4233.846191,4692.307617,4162.563965,4513.846191,3958.974365
4511.794922,4013.845947,4388.205078,4286.666504,4314.871582,4473.846191,4246.153809,4535.897461,3741.025635,4250.256348,4703.589844,4168.717773,4524.615234,3967.692139
4513.333008,4013.845947,4392.307617,4288.205078,4320.512695,4474.358887,4256.410156,4536.922852,3731.794678,4236.410156,4692.307617,4171.281738,4505.641113,3965.128174
4512.820313,4016.923096,4390.769043,4291.281738,4328.205078,4469.230469,4268.205078,4538.461426,3720,4224.615234,4683.07666,4172.820313,4497.435547,3964.102539
4518.974121,4018.974365,4395.384277,4294.358887,4330.256348,4477.94873,4263.07666,4536.410156,3732.307617,4241.025391,4699.487305,4175.897461,4512.820313,3969.743408
4517.94873,4016.410156,4394.871582,4294.871582,4329.230469,4475.897461,4255.897461,4533.333008,3745.640869,4256.922852,4707.692383,4178.974121,4520,3971.794678
4511.281738,4012.820313,4388.717773,4296.410156,4328.717773,4476.410156,4266.153809,4535.897461,3730.256348,4241.538574,4692.820313,4170.769043,4514.358887,3963.5896
4512.307617,4016.923096,4389.230469,4296.922852,4332.307617,4478.974121,4275.897461,4541.538574,3720,4232.307617,4689.743652,4160,4513.333008,3957.94873
4513.333008,4018.461426,4388.205078,4293.846191,4331.794922,4472.307617,4269.743652,4538.974121,3729.743408,4241.538574,4697.435547,4160,4507.692383,3960
4510.769043,4009.743408,4384.102539,4292.307617,4325.12793,4477.435547,4266.666504,4522.05127,3723.076904,4227.692383,4689.743652,4155.897461,4493.846191,3952.820313
4510.256348,4008.205078,4382.563965,4279.487305,4328.205078,4476.410156,4269.230469,4523.07666,3711.281982,4208.717773,4680,4150.769043,4500.512695,3947.179443
4518.974121,4015.897217,4389.230469,4251.794922,4332.307617,4475.897461,4264.102539,4538.974121,3725.128174,4225.12793,4693.333008,4160.512695,4515.897461,3954.871582
4524.102539,4020.512695,4395.897461,4229.230469,4328.205078,4478.974121,4263.07666,4536.410156,3746.153809,4255.384277,4710.256348,4172.820313,4522.563965,3965.640869
4519.487305,4016.923096,4390.769043,4228.205078,4328.205078,4471.281738,4265.641113,4520.512695,3741.53833,4253.333008,4703.589844,4171.794922,4521.025391,3964.615234
4520,4013.845947,4387.179199,4238.974121,4330.256348,4475.897461,4263.589844,4518.974121,3733.333252,4245.12793,4700.512695,4165.12793,4516.410156,3958.461426
4526.666504,4020.512695,4395.897461,4248.205078,4331.794922,4478.974121,4267.692383,4537.94873,3747.179443,4265.641113,4713.846191,4176.922852,4531.281738,3972.307617
4529.230469,4024.615234,4400,4253.846191,4333.333008,4475.384277,4268.717773,4542.563965,3752.820313,4266.666504,4714.358887,4187.692383,4537.94873,3982.563965
4523.589844,4016.410156,4394.358887,4259.487305,4330.256348,4472.820313,4259.487305,4528.205078,3740,4242.563965,4700.512695,4181.025391,4527.692383,3971.794678
4522.05127,4012.307617,4392.307617,4265.12793,4329.230469,4468.717773,4258.974121,4533.333008,3743.076904,4240,4697.435547,4180.512695,4543.589844,3973.333252
4527.179199,4014.871582,4400,4270.769043,4330.256348,4478.461426,4267.179199,4550.769043,3761.53833,4257.436035,4710.769043,4187.179199,4557.435547,3983.5896
4526.153809,4016.923096,4403.07666,4271.281738,4330.256348,4476.410156,4264.615234,4550.769043,3769.743408,4268.205078,4718.461426,4192.820313,4547.692383,3987.179443
4522.05127,4018.974365,4397.435547,4273.846191,4329.230469,4469.230469,4260,4543.07666,3758.974365,4263.589844,4709.743652,4196.922852,4542.563965,3986.153809
4526.666504,4018.974365,4397.435547,4281.538574,4332.307617,4480,4266.666504,4538.461426,3750.256348,4256.410156,4702.563965,4193.846191,4542.563965,3984.102539
4529.230469,4016.410156,4394.871582,4284.615234,4336.922852,4475.897461,4263.07666,4530.769043,3752.307617,4259.487305,4704.615234,4185.641113,4546.153809,3984.102539
4525.641113,4014.358887,4388.717773,4284.615234,4331.794922,4474.358887,4244.615234,4516.922852,3744.615234,4254.871582,4704.615234,4177.94873,4546.153809,3977.435791
4520.512695,4014.358887,4385.12793,4283.07666,4323.07666,4473.846191,4242.05127,4513.846191,3732.820313,4242.05127,4696.922852,4173.333008,4538.461426,3968.205078
4518.974121,4013.333252,4384.615234,4282.563965,4323.07666,4467.179199,4249.743652,4523.07666,3736.923096,4245.12793,4695.897461,4174.871582,4536.410156,3971.794678
4523.589844,4011.794678,4390.256348,4285.12793,4322.05127,4472.820313,4248.717773,4530.256348,3744.615234,4252.307617,4705.641113,4178.974121,4534.871582,3981.53833
4521.538574,4011.794678,4390.256348,4285.641113,4319.487305,4468.205078,4264.615234,4540,3746.153809,4252.820313,4707.179199,4182.05127,4529.743652,3984.102539
4516.922852,4007.692139,4384.615234,4283.07666,4318.461426,4465.12793,4272.820313,4530.769043,3738.974365,4242.563965,4694.358887,4173.333008,4522.563965,3970.769043
4520.512695,4008.717773,4383.07666,4284.615234,4319.487305,4466.666504,4251.281738,4508.717773,3731.281982,4224.102539,4685.12793,4163.589844,4522.05127,3961.53833
4524.615234,4013.333252,4391.794922,4289.230469,4324.615234,4461.538574,4247.179199,4518.974121,3735.384521,4228.717773,4693.333008,4176.922852,4527.179199,3973.845947
4527.692383,4009.743408,4398.974121,4292.307617,4326.153809,4465.641113,4254.871582,4531.281738,3744.102539,4249.230469,4705.641113,4189.230469,4534.871582,3986.153809
4529.743652,4011.281982,4394.358887,4293.333008,4324.615234,4463.07666,4247.692383,4520,3743.5896,4251.794922,4703.07666,4186.666504,4546.153809,3988.717773
4527.179199,4014.358887,4392.307617,4291.281738,4318.461426,4462.563965,4241.025391,4513.846191,3738.461426,4239.487305,4698.461426,4185.641113,4540.512695,3989.230713
4524.102539,4013.333252,4395.384277,4289.743652,4312.307617,4464.102539,4249.743652,4527.179199,3744.102539,4250.256348,4706.666504,4187.179199,4536.410156,3987.692139
4521.025391,4012.820313,4388.205078,4290.256348,4311.281738,4456.922852,4252.307617,4536.922852,3749.230713,4258.974121,4707.179199,4175.897461,4540,3977.94873
4522.05127,4010.769043,4385.12793,4292.820313,4310.769043,4463.589844,4246.666504,4536.410156,3745.640869,4242.563965,4698.461426,4162.05127,4524.615234,3966.666504
4524.102539,4013.333252,4390.256348,4295.384277,4314.358887,4462.563965,4261.025391,4541.538574,3752.820313,4245.641113,4702.05127,4170.769043,4520.512695,3971.794678
4520,4013.333252,4388.205078,4295.897461,4314.871582,4460.512695,4263.589844,4533.333008,3756.923096,4254.871582,4704.102539,4174.871582,4530.256348,3973.845947
4518.974121,4008.717773,4385.641113,4294.358887,4314.358887,4466.666504,4247.692383,4521.025391,3754.358887,4247.692383,4699.487305,4172.307617,4525.641113,3975.384521
4522.563965,4010.769043,4392.307617,4296.410156,4320,4460.512695,4247.179199,4530.256348,3759.487061,4249.743652,4702.563965,4190.256348,4532.307617,3994.871582
4527.179199,4018.461426,4398.974121,4300.512695,4322.563965,4465.12793,4257.436035,4533.846191,3762.05127,4257.94873,4709.230469,4200,4543.07666,4002.563965
4526.666504,4021.025635,4400,4299.487305,4322.05127,4467.692383,4271.281738,4542.563965,3756.923096,4256.410156,4707.692383,4193.333008,4536.410156,3995.897217
4524.102539,4016.923096,4398.974121,4296.922852,4321.538574,4465.12793,4277.94873,4555.384277,3747.179443,4238.974121,4697.435547,4190.769043,4529.230469,3994.871582
4518.974121,4009.743408,4393.333008,4294.358887,4316.922852,4469.743652,4267.692383,4540,3736.923096,4224.102539,4689.743652,4181.538574,4523.07666,3983.076904
4514.358887,4008.205078,4385.641113,4292.307617,4315.897461,4467.692383,4266.666504,4534.871582,3739.487061,4236.922852,4692.307617,4170.256348,4514.358887,3968.717773
4521.025391,4012.820313,4392.820313,4296.410156,4320.512695,4472.307617,4277.436035,4555.384277,3754.871582,4258.461426,4705.12793,4175.897461,4511.281738,3975.384521
4527.692383,4017.94873,4402.563965,4301.025391,4323.589844,4469.743652,4269.230469,4545.12793,3757.435791,4256.410156,4707.692383,4188.717773,4520,3991.794678
4525.641113,4019.487061,4402.563965,4300,4322.05127,4461.538574,4258.974121,4520,3746.153809,4237.94873,4693.846191,4192.820313,4527.179199,3996.410156
4527.692383,4022.05127,4408.205078,4302.563965,4323.589844,4468.205078,4270.256348,4527.692383,3744.615234,4235.384277,4692.307617,4195.384277,4530.769043,3999.487061
4529.743652,4023.076904,4410.256348,4306.666504,4329.743652,4466.666504,4271.794922,4529.230469,3747.692139,4242.563965,4696.922852,4198.461426,4533.333008,4004.615234
4527.692383,4018.461426,4404.102539,4305.12793,4328.717773,4468.717773,4261.538574,4506.153809,3737.94873,4233.333008,4692.307617,4190.256348,4517.94873,3994.871582
4530.769043,4022.563965,4404.615234,4303.589844,4328.717773,4469.230469,4274.871582,4517.435547,3737.435791,4232.820313,4693.846191,4188.205078,4510.256348,3991.794678
4533.333008,4027.692139,4406.153809,4305.12793,4336.410156,4460,4290.256348,4540.512695,3752.307617,4250.769043,4704.102539,4200,4512.307617,4002.563965
4528.717773,4018.974365,4402.563965,4305.641113,4337.94873,4468.205078,4279.487305,4535.897461,3751.281982,4247.179199,4702.05127,4197.436035,4501.538574,3995.384521
4524.102539,4015.384521,4397.94873,4304.102539,4332.307617,4468.205078,4273.846191,4545.641113,3745.128174,4232.820313,4690.256348,4186.153809,4505.641113,3985.128174
4525.12793,4020,4398.461426,4303.07666,4330.769043,4467.179199,4276.922852,4551.281738,3745.128174,4240.512695,4692.307617,4182.563965,4520,3986.153809
4524.615234,4019.487061,4397.435547,4301.538574,4332.820313,4468.717773,4271.281738,4521.538574,3736.923096,4245.12793,4695.384277,4178.461426,4517.435547,3985.128174
4517.94873,4014.358887,4388.717773,4300,4329.743652,4464.102539,4267.692383,4507.692383,3722.563965,4222.05127,4678.461426,4169.743652,4510.769043,3978.461426
4515.897461,4007.692139,4389.230469,4297.94873,4322.05127,4469.230469,4271.281738,4523.07666,3718.461426,4204.102539,4671.794922,4165.641113,4503.589844,3976.923096
4520.512695,4010.769043,4398.974121,4297.436035,4328.205078,4466.153809,4277.436035,4538.461426,3738.974365,4234.358887,4696.922852,4183.07666,4510.769043,3990.256348
4526.153809,4019.487061,4406.153809,4303.07666,4337.436035,4469.743652,4284.102539,4550.769043,3766.153809,4281.025391,4724.102539,4204.102539,4534.358887,4005.128174
4525.12793,4015.897217,4402.563965,4304.615234,4333.333008,4475.897461,4283.07666,4553.846191,3771.281982,4283.07666,4722.05127,4204.102539,4537.94873,4005.640869
4521.025391,4008.205078,4394.871582,4297.94873,4329.743652,4467.179199,4281.025391,4551.281738,3758.974365,4261.025391,4704.615234,4197.436035,4528.205078,3999.487061
4523.589844,4009.743408,4393.846191,4297.436035,4330.256348,4470.256348,4285.12793,4557.94873,3757.435791,4259.487305,4704.615234,4193.333008,4531.281738,3994.358887
